month,customer_id,feature_name,eligible_flag,feature_used_flag,seat_count,active_users,seat_utilization_pct,login_count,workflow_runs,collaboration_actions,dashboard_views,exports_count,export_gb,api_calls,storage_gb,compute_minutes,ai_tokens_million,athena_scanned_gb,analytics_queries,admin_actions
2025-10-01,CUST-0001,Workflow Automation,True,True,100,58,0.664,1163,1773,0,0,0,0.0,0,0.0,141.84,0.0,0.0,0,0
2025-10-01,CUST-0001,Team Collaboration,True,True,100,48,0.664,939,0,3027,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-10-01,CUST-0001,Dashboard Reporting,True,True,100,47,0.664,700,0,0,1154,0,0.0,0,0.0,138.48,0.0,185.7378,0,0
2025-10-01,CUST-0001,Data Export,True,True,100,31,0.664,369,0,0,0,45,1.8158,0,0.0,0.0,0.0,0.0,0,0
2025-10-01,CUST-0001,File Storage,True,True,100,34,0.664,253,0,0,0,0,0.0,0,94.7086,0.0,0.0,0.0,0,0
2025-10-01,CUST-0001,API Integration,True,True,100,61,0.664,640,0,0,0,0,0.0,1092834,0.0,121.426,0.0,0.0,0,0
2025-10-01,CUST-0001,AI Assistant,True,True,100,30,0.664,639,0,0,0,0,0.0,0,0.0,75.4797,1.677327,0.0,0,0
2025-10-01,CUST-0001,Advanced Analytics,True,False,100,0,0.664,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-10-01,CUST-0001,Admin Controls,True,True,100,48,0.664,847,0,0,0,0,0.0,0,0.0,10.08,0.0,0.0,0,144
2025-11-01,CUST-0001,Workflow Automation,True,True,100,24,0.6811,466,477,0,0,0,0.0,0,0.0,38.16,0.0,0.0,0,0
2025-11-01,CUST-0001,Team Collaboration,True,True,100,60,0.6811,1109,0,3826,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-11-01,CUST-0001,Dashboard Reporting,True,True,100,18,0.6811,274,0,0,451,0,0.0,0,0.0,54.12,0.0,95.6838,0,0
2025-11-01,CUST-0001,Data Export,True,True,100,47,0.6811,598,0,0,0,201,8.3725,0,0.0,0.0,0.0,0.0,0,0
2025-11-01,CUST-0001,File Storage,True,True,100,40,0.6811,784,0,0,0,0,0.0,0,97.5871,0.0,0.0,0.0,0,0
2025-11-01,CUST-0001,API Integration,True,True,100,39,0.6811,774,0,0,0,0,0.0,1887211,0.0,209.6901,0.0,0.0,0,0
2025-11-01,CUST-0001,AI Assistant,True,True,100,40,0.6811,633,0,0,0,0,0.0,0,0.0,53.3514,1.185587,0.0,0,0
2025-11-01,CUST-0001,Advanced Analytics,True,False,100,0,0.6811,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-11-01,CUST-0001,Admin Controls,True,True,100,59,0.6811,693,0,0,0,0,0.0,0,0.0,30.87,0.0,0.0,0,441
2025-12-01,CUST-0001,Workflow Automation,True,True,100,65,0.696,439,2672,0,0,0,0.0,0,0.0,213.76,0.0,0.0,0,0
2025-12-01,CUST-0001,Team Collaboration,True,True,100,36,0.696,718,0,4102,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-12-01,CUST-0001,Dashboard Reporting,True,True,100,20,0.696,384,0,0,255,0,0.0,0,0.0,30.6,0.0,26.7226,0,0
2025-12-01,CUST-0001,Data Export,True,True,100,41,0.696,599,0,0,0,137,9.3235,0,0.0,0.0,0.0,0.0,0,0
2025-12-01,CUST-0001,File Storage,True,True,100,51,0.696,1201,0,0,0,0,0.0,0,100.366,0.0,0.0,0.0,0,0
2025-12-01,CUST-0001,API Integration,True,True,100,54,0.696,587,0,0,0,0,0.0,1489538,0.0,165.5042,0.0,0.0,0,0
2025-12-01,CUST-0001,AI Assistant,True,False,100,0,0.696,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-12-01,CUST-0001,Advanced Analytics,True,False,100,0,0.696,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-12-01,CUST-0001,Admin Controls,True,True,100,55,0.696,737,0,0,0,0,0.0,0,0.0,6.3,0.0,0.0,0,90
2026-01-01,CUST-0001,Workflow Automation,True,False,100,0,0.5722,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-01-01,CUST-0001,Team Collaboration,True,True,100,17,0.5722,340,0,1814,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-01-01,CUST-0001,Dashboard Reporting,True,True,100,26,0.5722,536,0,0,1034,0,0.0,0,0.0,124.08,0.0,141.0102,0,0
2026-01-01,CUST-0001,Data Export,True,True,100,18,0.5722,448,0,0,0,82,8.7866,0,0.0,0.0,0.0,0.0,0,0
2026-01-01,CUST-0001,File Storage,True,True,100,16,0.5722,325,0,0,0,0,0.0,0,77.607,0.0,0.0,0.0,0,0
2026-01-01,CUST-0001,API Integration,True,True,100,53,0.5722,1355,0,0,0,0,0.0,1610496,0.0,178.944,0.0,0.0,0,0
2026-01-01,CUST-0001,AI Assistant,True,True,100,50,0.5722,1035,0,0,0,0,0.0,0,0.0,70.5193,1.567095,0.0,0,0
2026-01-01,CUST-0001,Advanced Analytics,True,True,100,21,0.5722,226,0,0,0,0,0.0,0,0.0,265.5,0.0,210.0259,177,0
2026-01-01,CUST-0001,Admin Controls,True,True,100,43,0.5722,827,0,0,0,0,0.0,0,0.0,23.03,0.0,0.0,0,329
2026-02-01,CUST-0001,Workflow Automation,True,True,100,43,0.5682,426,2197,0,0,0,0.0,0,0.0,175.76,0.0,0.0,0,0
2026-02-01,CUST-0001,Team Collaboration,True,True,100,20,0.5682,535,0,2203,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-02-01,CUST-0001,Dashboard Reporting,True,True,100,15,0.5682,152,0,0,200,0,0.0,0,0.0,24.0,0.0,37.6353,0,0
2026-02-01,CUST-0001,Data Export,True,False,100,0,0.5682,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-02-01,CUST-0001,File Storage,True,True,100,39,0.5682,400,0,0,0,0,0.0,0,127.1598,0.0,0.0,0.0,0,0
2026-02-01,CUST-0001,API Integration,True,True,100,43,0.5682,391,0,0,0,0,0.0,1662634,0.0,184.7371,0.0,0.0,0,0
2026-02-01,CUST-0001,AI Assistant,True,True,100,19,0.5682,308,0,0,0,0,0.0,0,0.0,42.7548,0.950106,0.0,0,0
2026-02-01,CUST-0001,Advanced Analytics,True,False,100,0,0.5682,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-02-01,CUST-0001,Admin Controls,True,True,100,22,0.5682,339,0,0,0,0,0.0,0,0.0,5.11,0.0,0.0,0,73
2026-03-01,CUST-0001,Workflow Automation,True,True,100,30,0.6948,376,1140,0,0,0,0.0,0,0.0,91.2,0.0,0.0,0,0
2026-03-01,CUST-0001,Team Collaboration,True,True,100,25,0.6948,255,0,3784,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-03-01,CUST-0001,Dashboard Reporting,True,True,100,42,0.6948,920,0,0,1802,0,0.0,0,0.0,216.24,0.0,507.7243,0,0
2026-03-01,CUST-0001,Data Export,True,True,100,42,0.6948,710,0,0,0,96,8.2368,0,0.0,0.0,0.0,0.0,0,0
2026-03-01,CUST-0001,File Storage,True,True,100,52,0.6948,671,0,0,0,0,0.0,0,136.3677,0.0,0.0,0.0,0,0
2026-03-01,CUST-0001,API Integration,True,True,100,32,0.6948,608,0,0,0,0,0.0,1709525,0.0,189.9472,0.0,0.0,0,0
2026-03-01,CUST-0001,AI Assistant,True,True,100,46,0.6948,1233,0,0,0,0,0.0,0,0.0,163.1206,3.624901,0.0,0,0
2026-03-01,CUST-0001,Advanced Analytics,True,False,100,0,0.6948,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-03-01,CUST-0001,Admin Controls,True,True,100,55,0.6948,1502,0,0,0,0,0.0,0,0.0,19.81,0.0,0.0,0,283
2026-04-01,CUST-0001,Workflow Automation,True,True,100,43,0.7351,933,1494,0,0,0,0.0,0,0.0,119.52,0.0,0.0,0,0
2026-04-01,CUST-0001,Team Collaboration,True,True,100,50,0.7351,1135,0,7949,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-04-01,CUST-0001,Dashboard Reporting,True,True,100,52,0.7351,1226,0,0,1409,0,0.0,0,0.0,169.08,0.0,332.0645,0,0
2026-04-01,CUST-0001,Data Export,True,True,100,33,0.7351,826,0,0,0,66,4.6451,0,0.0,0.0,0.0,0.0,0,0
2026-04-01,CUST-0001,File Storage,True,True,100,56,0.7351,1110,0,0,0,0,0.0,0,135.9802,0.0,0.0,0.0,0,0
2026-04-01,CUST-0001,API Integration,True,True,100,48,0.7351,682,0,0,0,0,0.0,2471015,0.0,274.5572,0.0,0.0,0,0
2026-04-01,CUST-0001,AI Assistant,True,False,100,0,0.7351,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-04-01,CUST-0001,Advanced Analytics,True,True,100,20,0.7351,260,0,0,0,0,0.0,0,0.0,469.5,0.0,649.3881,313,0
2026-04-01,CUST-0001,Admin Controls,True,True,100,23,0.7351,455,0,0,0,0,0.0,0,0.0,8.4,0.0,0.0,0,120
2026-05-01,CUST-0001,Workflow Automation,True,True,100,25,0.6973,247,619,0,0,0,0.0,0,0.0,49.52,0.0,0.0,0,0
2026-05-01,CUST-0001,Team Collaboration,True,True,100,21,0.6973,164,0,1773,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-05-01,CUST-0001,Dashboard Reporting,True,True,100,64,0.6973,1686,0,0,1941,0,0.0,0,0.0,232.92,0.0,477.9465,0,0
2026-05-01,CUST-0001,Data Export,True,True,100,28,0.6973,279,0,0,0,118,16.7611,0,0.0,0.0,0.0,0.0,0,0
2026-05-01,CUST-0001,File Storage,True,True,100,28,0.6973,244,0,0,0,0,0.0,0,149.7128,0.0,0.0,0.0,0,0
2026-05-01,CUST-0001,API Integration,True,True,100,51,0.6973,883,0,0,0,0,0.0,1258930,0.0,139.8811,0.0,0.0,0,0
2026-05-01,CUST-0001,AI Assistant,True,True,100,22,0.6973,446,0,0,0,0,0.0,0,0.0,137.7021,3.060047,0.0,0,0
2026-05-01,CUST-0001,Advanced Analytics,True,False,100,0,0.6973,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-05-01,CUST-0001,Admin Controls,True,True,100,50,0.6973,841,0,0,0,0,0.0,0,0.0,19.32,0.0,0.0,0,276
2026-06-01,CUST-0001,Workflow Automation,True,True,100,30,0.4449,477,1017,0,0,0,0.0,0,0.0,81.36,0.0,0.0,0,0
2026-06-01,CUST-0001,Team Collaboration,True,True,100,36,0.4449,756,0,5220,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-06-01,CUST-0001,Dashboard Reporting,True,True,100,14,0.4449,272,0,0,628,0,0.0,0,0.0,75.36,0.0,182.0593,0,0
2026-06-01,CUST-0001,Data Export,True,True,100,11,0.4449,263,0,0,0,55,9.9507,0,0.0,0.0,0.0,0.0,0,0
2026-06-01,CUST-0001,File Storage,True,False,100,0,0.4449,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-06-01,CUST-0001,API Integration,True,True,100,33,0.4449,692,0,0,0,0,0.0,947104,0.0,105.2338,0.0,0.0,0,0
2026-06-01,CUST-0001,AI Assistant,True,False,100,0,0.4449,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-06-01,CUST-0001,Advanced Analytics,True,False,100,0,0.4449,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2026-06-01,CUST-0001,Admin Controls,True,True,100,15,0.4449,393,0,0,0,0,0.0,0,0.0,2.73,0.0,0.0,0,39
2025-01-01,CUST-0002,Workflow Automation,True,True,25,10,0.4816,244,350,0,0,0,0.0,0,0.0,28.0,0.0,0.0,0,0
2025-01-01,CUST-0002,Team Collaboration,True,False,25,0,0.4816,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-01-01,CUST-0002,Dashboard Reporting,True,True,25,8,0.4816,56,0,0,180,0,0.0,0,0.0,21.6,0.0,29.806,0,0
2025-01-01,CUST-0002,Data Export,True,True,25,9,0.4816,161,0,0,0,44,2.374,0,0.0,0.0,0.0,0.0,0,0
2025-01-01,CUST-0002,File Storage,True,True,25,6,0.4816,129,0,0,0,0,0.0,0,39.4743,0.0,0.0,0.0,0,0
2025-01-01,CUST-0002,API Integration,True,False,25,0,0.4816,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-02-01,CUST-0002,Workflow Automation,True,True,25,4,0.4717,110,80,0,0,0,0.0,0,0.0,6.4,0.0,0.0,0,0
2025-02-01,CUST-0002,Team Collaboration,True,True,25,5,0.4717,95,0,405,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-02-01,CUST-0002,Dashboard Reporting,True,True,25,3,0.4717,55,0,0,78,0,0.0,0,0.0,9.36,0.0,10.7356,0,0
2025-02-01,CUST-0002,Data Export,True,False,25,0,0.4717,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-02-01,CUST-0002,File Storage,True,False,25,0,0.4717,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-02-01,CUST-0002,API Integration,True,True,25,6,0.4717,85,0,0,0,0,0.0,83370,0.0,9.2633,0.0,0.0,0,0
2025-03-01,CUST-0002,Workflow Automation,True,True,25,3,0.4985,29,76,0,0,0,0.0,0,0.0,6.08,0.0,0.0,0,0
2025-03-01,CUST-0002,Team Collaboration,True,True,25,7,0.4985,77,0,1078,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-03-01,CUST-0002,Dashboard Reporting,True,True,25,7,0.4985,121,0,0,209,0,0.0,0,0.0,25.08,0.0,42.6581,0,0
2025-03-01,CUST-0002,Data Export,True,True,25,8,0.4985,62,0,0,0,40,3.6713,0,0.0,0.0,0.0,0.0,0,0
2025-03-01,CUST-0002,File Storage,True,False,25,0,0.4985,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-03-01,CUST-0002,API Integration,True,True,25,8,0.4985,139,0,0,0,0,0.0,222389,0.0,24.7099,0.0,0.0,0,0
2025-04-01,CUST-0002,Workflow Automation,True,True,25,3,0.4298,61,158,0,0,0,0.0,0,0.0,12.64,0.0,0.0,0,0
2025-04-01,CUST-0002,Team Collaboration,True,True,25,3,0.4298,82,0,490,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-04-01,CUST-0002,Dashboard Reporting,True,False,25,0,0.4298,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-04-01,CUST-0002,Data Export,True,True,25,8,0.4298,218,0,0,0,42,4.53,0,0.0,0.0,0.0,0.0,0,0
2025-04-01,CUST-0002,File Storage,True,False,25,0,0.4298,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-04-01,CUST-0002,API Integration,True,False,25,0,0.4298,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-05-01,CUST-0002,Workflow Automation,True,True,25,17,0.8398,199,1001,0,0,0,0.0,0,0.0,80.08,0.0,0.0,0,0
2025-05-01,CUST-0002,Team Collaboration,True,True,25,6,0.8398,90,0,846,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-05-01,CUST-0002,Dashboard Reporting,True,True,25,7,0.8398,57,0,0,152,0,0.0,0,0.0,18.24,0.0,26.731,0,0
2025-05-01,CUST-0002,Data Export,True,False,25,0,0.8398,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-05-01,CUST-0002,File Storage,True,True,25,6,0.8398,101,0,0,0,0,0.0,0,47.5614,0.0,0.0,0.0,0,0
2025-05-01,CUST-0002,API Integration,True,False,25,0,0.8398,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-05-01,CUST-0002,AI Assistant,True,True,25,7,0.8398,168,0,0,0,0,0.0,0,0.0,16.7413,0.372029,0.0,0,0
2025-06-01,CUST-0002,Workflow Automation,True,True,25,6,0.5967,145,203,0,0,0,0.0,0,0.0,16.24,0.0,0.0,0,0
2025-06-01,CUST-0002,Team Collaboration,True,True,25,9,0.5967,106,0,821,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-06-01,CUST-0002,Dashboard Reporting,True,True,25,6,0.5967,119,0,0,83,0,0.0,0,0.0,9.96,0.0,17.639,0,0
2025-06-01,CUST-0002,Data Export,True,False,25,0,0.5967,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-06-01,CUST-0002,File Storage,True,True,25,6,0.5967,113,0,0,0,0,0.0,0,35.2252,0.0,0.0,0.0,0,0
2025-06-01,CUST-0002,API Integration,True,True,25,5,0.5967,117,0,0,0,0,0.0,169776,0.0,18.864,0.0,0.0,0,0
2025-06-01,CUST-0002,AI Assistant,True,True,25,11,0.5967,100,0,0,0,0,0.0,0,0.0,49.0126,1.089169,0.0,0,0
2025-07-01,CUST-0002,Workflow Automation,True,True,25,4,0.5737,30,182,0,0,0,0.0,0,0.0,14.56,0.0,0.0,0,0
2025-07-01,CUST-0002,Team Collaboration,True,False,25,0,0.5737,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-07-01,CUST-0002,Dashboard Reporting,True,True,25,4,0.5737,56,0,0,71,0,0.0,0,0.0,8.52,0.0,8.1092,0,0
2025-07-01,CUST-0002,Data Export,True,False,25,0,0.5737,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-07-01,CUST-0002,File Storage,True,True,25,12,0.5737,202,0,0,0,0,0.0,0,39.1538,0.0,0.0,0.0,0,0
2025-07-01,CUST-0002,API Integration,True,True,25,4,0.5737,32,0,0,0,0,0.0,60032,0.0,6.6702,0.0,0.0,0,0
2025-07-01,CUST-0002,AI Assistant,True,False,25,0,0.5737,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-08-01,CUST-0002,Workflow Automation,True,True,25,17,0.7655,380,879,0,0,0,0.0,0,0.0,70.32,0.0,0.0,0,0
2025-08-01,CUST-0002,Team Collaboration,True,True,25,4,0.7655,68,0,184,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
2025-08-01,CUST-0002,Dashboard Reporting,True,True,25,14,0.7655,204,0,0,169,0,0.0,0,0.0,20.28,0.0,19.4462,0,0
2025-08-01,CUST-0002,Data Export,True,True,25,8,0.7655,145,0,0,0,15,2.3191,0,0.0,0.0,0.0,0.0,0,0
2025-08-01,CUST-0002,File Storage,True,True,25,7,0.7655,57,0,0,0,0,0.0,0,49.6888,0.0,0.0,0.0,0,0
2025-08-01,CUST-0002,API Integration,True,True,25,15,0.7655,201,0,0,0,0,0.0,495612,0.0,55.068,0.0,0.0,0,0
2025-08-01,CUST-0002,AI Assistant,True,False,25,0,0.7655,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0,0
