month,customer_id,ticket_count,high_severity_tickets,avg_resolution_hours,csat_score
2025-09-01,CUST-0007,2,0,6.46,4.11
2025-10-01,CUST-0007,0,0,0.0,4.71
2025-11-01,CUST-0007,0,0,0.0,4.53
2025-12-01,CUST-0007,1,0,8.13,4.38
2026-01-01,CUST-0007,1,0,11.11,4.71
2026-02-01,CUST-0007,0,0,0.0,4.35
2026-03-01,CUST-0007,3,0,8.93,4.29
2026-04-01,CUST-0007,2,0,6.29,4.36
2026-05-01,CUST-0007,1,0,11.14,4.6
2026-06-01,CUST-0007,1,0,8.16,4.29
2025-01-01,CUST-0008,1,0,4.71,4.33
2025-02-01,CUST-0008,1,0,9.09,4.39
2025-03-01,CUST-0008,1,0,8.98,3.8
2025-04-01,CUST-0008,3,0,10.73,4.23
2025-05-01,CUST-0008,1,0,4.68,3.83
2025-06-01,CUST-0008,0,0,0.0,5.0
2025-07-01,CUST-0008,2,0,9.41,3.5
2025-08-01,CUST-0008,2,0,6.58,4.25
2025-09-01,CUST-0008,1,0,10.51,4.1
2025-10-01,CUST-0008,0,0,0.0,4.46
2025-11-01,CUST-0008,3,0,6.68,3.85
2025-12-01,CUST-0008,2,0,0.5,3.62
2026-01-01,CUST-0008,5,0,11.82,4.36
2026-02-01,CUST-0008,4,0,5.87,4.37
2026-03-01,CUST-0008,2,0,12.18,4.08
2026-04-01,CUST-0008,1,0,7.05,4.05
2026-05-01,CUST-0008,3,1,14.18,3.64
2026-06-01,CUST-0008,0,0,0.0,4.67
2025-01-01,CUST-0009,0,0,0.0,4.67
2025-02-01,CUST-0009,0,0,0.0,4.6
2025-03-01,CUST-0009,3,0,5.42,4.56
2025-04-01,CUST-0009,1,0,8.9,4.58
2025-05-01,CUST-0009,1,0,8.94,4.37
2025-06-01,CUST-0009,1,0,9.15,4.35
2025-07-01,CUST-0009,2,0,11.0,4.78
2025-08-01,CUST-0009,1,0,4.75,4.27
2025-09-01,CUST-0009,1,0,6.73,4.48
2025-10-01,CUST-0009,2,0,6.01,3.99
2025-11-01,CUST-0009,1,0,9.11,4.1
2025-12-01,CUST-0009,0,0,0.0,4.66
2026-01-01,CUST-0009,2,0,11.43,4.05
2026-02-01,CUST-0009,4,0,1.68,4.17
2026-03-01,CUST-0009,2,1,17.23,4.05
2026-04-01,CUST-0009,1,0,4.8,4.35
2026-05-01,CUST-0009,1,0,6.05,4.29
2026-06-01,CUST-0009,1,0,12.0,3.86
2025-01-01,CUST-0010,0,0,0.0,4.33
2025-02-01,CUST-0010,0,0,0.0,4.63
2025-03-01,CUST-0010,1,0,7.74,5.0
2025-04-01,CUST-0010,0,0,0.0,4.52
2025-05-01,CUST-0010,5,0,10.66,4.64
2025-06-01,CUST-0010,2,0,9.57,3.96
2025-07-01,CUST-0010,2,0,10.94,4.32
2025-08-01,CUST-0010,3,0,6.29,4.6
2025-09-01,CUST-0010,1,0,8.76,4.25
2025-10-01,CUST-0010,0,0,0.0,4.71
2025-11-01,CUST-0010,2,1,9.8,3.75
2025-12-01,CUST-0010,0,0,0.0,4.52
2026-01-01,CUST-0010,1,0,8.26,4.25
2026-02-01,CUST-0010,1,0,12.43,4.69
2026-03-01,CUST-0010,2,0,6.51,4.46
2026-04-01,CUST-0010,4,0,10.82,3.69
2026-05-01,CUST-0010,3,0,6.73,4.13
2026-06-01,CUST-0010,2,0,5.36,3.75
2025-06-01,CUST-0011,1,0,14.5,4.47
2025-07-01,CUST-0011,0,0,0.0,4.26
2025-08-01,CUST-0011,1,0,8.58,3.89
2025-09-01,CUST-0011,0,0,0.0,4.73
2025-10-01,CUST-0011,0,0,0.0,4.68
2025-11-01,CUST-0011,1,0,5.08,4.71
2025-12-01,CUST-0011,1,0,11.72,3.79
2026-01-01,CUST-0011,2,0,7.22,4.0
2026-02-01,CUST-0011,3,0,6.82,4.26
2026-03-01,CUST-0011,2,1,12.99,4.33
2026-04-01,CUST-0011,1,0,4.42,4.71
2026-05-01,CUST-0011,0,0,0.0,4.21
2026-06-01,CUST-0011,1,0,14.17,4.89
2025-01-01,CUST-0012,1,0,7.1,4.07
2025-02-01,CUST-0012,1,0,9.98,4.34
2025-03-01,CUST-0012,0,0,0.0,4.56
2025-04-01,CUST-0012,1,0,4.34,4.99
2025-05-01,CUST-0012,3,2,20.95,3.7
2025-06-01,CUST-0012,1,1,16.38,3.99
2025-07-01,CUST-0012,0,0,0.0,4.68
2025-08-01,CUST-0012,2,1,4.37,4.07
2025-09-01,CUST-0012,3,0,4.88,4.08
2025-10-01,CUST-0012,0,0,0.0,4.6
2025-11-01,CUST-0012,0,0,0.0,4.45
2025-12-01,CUST-0012,2,0,13.49,3.8
2026-01-01,CUST-0012,0,0,0.0,4.57
2026-02-01,CUST-0012,2,0,7.59,4.25
2026-03-01,CUST-0012,4,0,6.83,3.5
2026-04-01,CUST-0012,1,0,9.13,4.19
2026-05-01,CUST-0012,0,0,0.0,4.31
2026-06-01,CUST-0012,0,0,0.0,4.56
2025-03-01,CUST-0013,1,0,10.8,4.34
2025-04-01,CUST-0013,0,0,0.0,4.41
2025-05-01,CUST-0013,2,0,11.32,3.83
2025-06-01,CUST-0013,0,0,0.0,4.38
2025-07-01,CUST-0013,3,1,11.74,3.61
2025-08-01,CUST-0013,3,0,10.37,4.3
2025-09-01,CUST-0013,3,0,11.08,4.51
2025-10-01,CUST-0013,0,0,0.0,4.64
2025-11-01,CUST-0013,0,0,0.0,4.33
2025-12-01,CUST-0013,1,0,10.06,4.83
2026-01-01,CUST-0013,3,1,11.88,3.65
2026-02-01,CUST-0013,3,0,7.8,4.34
2026-03-01,CUST-0013,3,2,19.24,3.56
2026-04-01,CUST-0013,3,0,8.17,3.71
2026-05-01,CUST-0013,1,0,9.38,4.8
2026-06-01,CUST-0013,3,1,9.42,4.08
2025-01-01,CUST-0014,2,0,8.34,3.93
2025-02-01,CUST-0014,0,0,0.0,4.26
2025-03-01,CUST-0014,1,1,13.25,4.44
2025-04-01,CUST-0014,1,0,3.96,4.91
2025-05-01,CUST-0014,3,1,11.41,3.86
2025-06-01,CUST-0014,0,0,0.0,4.76
2025-07-01,CUST-0014,1,0,8.84,4.25
2025-08-01,CUST-0014,0,0,0.0,4.4
2025-09-01,CUST-0014,1,0,4.6,4.11
2025-10-01,CUST-0014,1,0,7.67,4.17
2025-11-01,CUST-0014,0,0,0.0,4.49
2025-12-01,CUST-0014,1,0,5.86,4.16
2026-01-01,CUST-0014,1,0,3.54,4.37
2026-02-01,CUST-0014,2,0,8.84,4.37
2025-01-01,CUST-0015,1,0,13.8,4.28
2025-02-01,CUST-0015,2,1,9.55,3.56
2025-03-01,CUST-0015,0,0,0.0,4.55
2025-04-01,CUST-0015,1,0,10.2,4.26
2025-05-01,CUST-0015,1,0,6.79,3.94
2025-06-01,CUST-0015,3,0,6.69,4.51
2025-07-01,CUST-0015,0,0,0.0,4.66
2025-08-01,CUST-0015,0,0,0.0,4.72
2025-09-01,CUST-0015,1,0,6.29,4.13
2025-10-01,CUST-0015,2,0,6.42,3.56
2025-11-01,CUST-0015,1,0,4.95,5.0
2025-12-01,CUST-0015,1,0,10.55,4.73
2026-01-01,CUST-0015,1,0,12.09,4.73
2026-02-01,CUST-0015,3,0,3.37,4.43
2026-03-01,CUST-0015,2,0,7.56,3.93
2026-04-01,CUST-0015,1,1,12.65,4.7
2026-05-01,CUST-0015,2,0,8.12,4.16
2026-06-01,CUST-0015,1,0,6.51,4.48
2025-09-01,CUST-0016,0,0,0.0,4.47
2025-10-01,CUST-0016,2,0,9.58,4.19
2025-11-01,CUST-0016,1,0,9.31,4.06
2025-12-01,CUST-0016,0,0,0.0,4.71
2026-01-01,CUST-0016,0,0,0.0,4.35
2026-02-01,CUST-0016,2,2,19.2,3.86
2026-03-01,CUST-0016,2,0,1.76,4.64
2026-04-01,CUST-0016,0,0,0.0,4.32
2026-05-01,CUST-0016,2,0,4.4,3.89
2026-06-01,CUST-0016,1,0,9.42,4.17
2025-07-01,CUST-0017,1,0,10.07,4.03
2025-08-01,CUST-0017,1,0,4.4,4.87
2025-09-01,CUST-0017,2,0,2.93,4.65
2025-10-01,CUST-0017,1,0,13.55,4.46
2025-11-01,CUST-0017,2,0,12.39,4.36
2025-12-01,CUST-0017,2,1,13.99,4.87
2026-01-01,CUST-0017,1,0,0.5,4.75
2026-02-01,CUST-0017,5,0,7.03,4.55
2026-03-01,CUST-0017,1,0,10.24,3.75
2026-04-01,CUST-0017,1,0,5.92,4.27
2026-05-01,CUST-0017,4,0,9.56,4.74
2026-06-01,CUST-0017,1,0,10.85,5.0
2025-11-01,CUST-0018,1,0,8.96,4.49
2025-12-01,CUST-0018,0,0,0.0,4.58
2026-01-01,CUST-0018,0,0,0.0,4.42
2026-02-01,CUST-0018,0,0,0.0,4.63
2026-03-01,CUST-0018,1,0,13.7,4.69
2026-04-01,CUST-0018,1,0,12.46,3.72
2026-05-01,CUST-0018,1,0,8.32,4.82
2026-06-01,CUST-0018,1,0,7.64,4.9
2025-01-01,CUST-0019,1,0,11.54,4.3
2025-02-01,CUST-0019,2,0,8.0,4.24
2025-03-01,CUST-0019,1,0,7.82,4.75
2025-04-01,CUST-0019,0,0,0.0,4.6
2025-05-01,CUST-0019,2,0,7.73,3.99
2025-06-01,CUST-0019,1,1,15.63,4.79
2025-07-01,CUST-0019,0,0,0.0,4.48
2025-08-01,CUST-0019,1,0,16.43,3.95
2025-09-01,CUST-0019,3,0,5.43,4.32
2025-10-01,CUST-0019,1,0,4.11,4.63
2025-11-01,CUST-0019,0,0,0.0,4.62
2025-12-01,CUST-0019,3,0,6.86,4.25
2026-01-01,CUST-0019,0,0,0.0,4.64
2026-02-01,CUST-0019,1,0,12.73,5.0
2026-03-01,CUST-0019,0,0,0.0,4.54
2026-04-01,CUST-0019,2,0,7.48,3.93
2026-05-01,CUST-0019,3,0,7.62,4.14
2026-06-01,CUST-0019,1,0,7.15,4.18
2025-01-01,CUST-0020,0,0,0.0,4.74
2025-02-01,CUST-0020,1,0,0.5,4.68
2025-03-01,CUST-0020,0,0,0.0,5.0
2025-04-01,CUST-0020,1,0,5.3,4.14
2025-05-01,CUST-0020,2,0,6.26,3.95
2025-06-01,CUST-0020,3,1,5.6,3.69
2025-07-01,CUST-0020,1,0,10.44,4.21
2025-08-01,CUST-0020,0,0,0.0,4.21
2025-09-01,CUST-0020,2,0,5.71,4.16
2025-10-01,CUST-0020,1,0,8.92,3.87
2025-11-01,CUST-0020,0,0,0.0,4.64
2025-12-01,CUST-0020,2,0,12.42,3.98
2026-01-01,CUST-0020,3,0,7.23,4.14
2026-02-01,CUST-0020,0,0,0.0,4.66
2026-03-01,CUST-0020,1,1,9.97,3.75
2026-04-01,CUST-0020,3,0,6.6,4.78
2026-05-01,CUST-0020,0,0,0.0,4.34
2026-06-01,CUST-0020,2,0,4.98,4.49
2025-04-01,CUST-0021,1,1,16.03,4.33
2025-05-01,CUST-0021,2,0,9.6,4.06
2025-06-01,CUST-0021,3,2,15.38,4.42
2025-07-01,CUST-0021,1,1,15.45,4.36
2025-08-01,CUST-0021,2,0,8.37,4.65
2025-09-01,CUST-0021,1,0,10.85,4.94
2025-10-01,CUST-0021,6,0,5.73,4.2
2025-11-01,CUST-0021,1,0,10.94,4.64
2025-12-01,CUST-0021,2,0,2.89,4.12
2026-01-01,CUST-0021,2,0,2.11,4.22
2026-02-01,CUST-0021,2,0,7.53,4.72
2026-03-01,CUST-0021,0,0,0.0,4.54
2026-04-01,CUST-0021,0,0,0.0,4.61
2026-05-01,CUST-0021,1,1,13.28,3.79
2026-06-01,CUST-0021,2,0,7.08,3.89
2026-03-01,CUST-0022,0,0,0.0,4.82
2026-04-01,CUST-0022,2,0,8.96,3.88
2026-05-01,CUST-0022,0,0,0.0,4.35
2026-06-01,CUST-0022,1,0,11.62,5.0
2025-04-01,CUST-0023,0,0,0.0,4.57
2025-05-01,CUST-0023,1,0,15.18,4.45
2025-06-01,CUST-0023,1,0,5.67,3.52
2025-07-01,CUST-0023,1,0,10.87,4.26
2025-08-01,CUST-0023,2,0,6.96,5.0
2025-09-01,CUST-0023,3,0,2.98,4.92
2025-10-01,CUST-0023,1,1,13.1,4.61
2025-11-01,CUST-0023,0,0,0.0,4.69
2025-12-01,CUST-0023,0,0,0.0,4.4
2026-01-01,CUST-0023,0,0,0.0,4.56
2026-02-01,CUST-0023,3,0,4.03,4.8
2026-03-01,CUST-0023,1,0,8.34,4.13
2026-04-01,CUST-0023,1,0,3.49,4.34
2026-05-01,CUST-0023,1,0,6.63,4.27
2026-06-01,CUST-0023,1,0,7.26,4.34
2025-01-01,CUST-0024,2,0,11.92,4.79
2025-02-01,CUST-0024,0,0,0.0,4.81
2025-03-01,CUST-0024,1,0,6.68,4.23
2025-04-01,CUST-0024,1,0,7.22,4.51
2025-05-01,CUST-0024,2,1,11.38,3.73
2025-06-01,CUST-0024,1,0,9.92,4.36
2025-07-01,CUST-0024,3,0,7.77,4.29
2025-08-01,CUST-0024,0,0,0.0,4.76
2025-09-01,CUST-0024,1,1,16.11,4.22
2025-10-01,CUST-0024,0,0,0.0,4.61
2025-11-01,CUST-0024,1,0,7.18,4.11
2025-12-01,CUST-0024,1,0,6.0,4.1
2026-01-01,CUST-0024,4,0,6.55,4.6
2026-02-01,CUST-0024,0,0,0.0,4.26
2026-03-01,CUST-0024,2,0,5.44,4.65
2026-04-01,CUST-0024,1,0,9.77,4.45
2026-05-01,CUST-0024,2,1,16.42,3.88
2026-06-01,CUST-0024,0,0,0.0,4.37
2025-01-01,CUST-0025,0,0,0.0,4.84
2025-02-01,CUST-0025,1,0,7.19,4.87
2025-03-01,CUST-0025,0,0,0.0,4.77
2025-04-01,CUST-0025,0,0,0.0,4.19
2025-05-01,CUST-0025,2,0,12.75,3.93
2025-06-01,CUST-0025,1,0,8.44,4.35
2025-07-01,CUST-0025,2,0,5.71,3.95
2025-08-01,CUST-0025,1,0,3.76,3.88
2025-09-01,CUST-0025,3,1,12.24,3.7
2025-10-01,CUST-0025,1,1,12.21,4.72
2025-11-01,CUST-0025,1,0,9.07,4.15
2025-12-01,CUST-0025,2,0,7.07,3.94
2026-01-01,CUST-0025,0,0,0.0,4.29
2026-02-01,CUST-0025,2,0,6.53,4.01
2026-03-01,CUST-0025,2,0,8.61,4.26
2026-04-01,CUST-0025,0,0,0.0,4.27
2026-05-01,CUST-0025,1,0,1.25,3.81
2026-06-01,CUST-0025,0,0,0.0,4.78
2026-04-01,CUST-0026,0,0,0.0,4.58
2026-05-01,CUST-0026,2,0,4.87,4.81
2026-06-01,CUST-0026,0,0,0.0,4.7
2025-02-01,CUST-0027,0,0,0.0,4.75
2025-03-01,CUST-0027,0,0,0.0,4.35
2025-04-01,CUST-0027,0,0,0.0,4.65
2025-05-01,CUST-0027,0,0,0.0,4.52
2025-06-01,CUST-0027,1,0,6.72,3.7
2025-07-01,CUST-0027,2,0,5.19,4.7
2025-08-01,CUST-0027,0,0,0.0,4.58
2025-09-01,CUST-0027,1,0,11.65,4.07
2025-10-01,CUST-0027,0,0,0.0,4.44
2025-11-01,CUST-0027,3,1,12.91,4.22
2025-12-01,CUST-0027,2,0,11.04,4.48
2026-01-01,CUST-0027,2,0,3.92,3.87
2026-02-01,CUST-0027,3,0,5.01,3.53
2026-03-01,CUST-0027,1,0,5.46,3.95
2026-04-01,CUST-0027,0,0,0.0,4.53
2025-08-01,CUST-0028,1,0,6.9,4.19
2025-09-01,CUST-0028,0,0,0.0,4.53
2025-10-01,CUST-0028,0,0,0.0,4.71
2025-11-01,CUST-0028,1,0,3.18,4.18
2025-12-01,CUST-0028,0,0,0.0,4.88
2026-01-01,CUST-0028,0,0,0.0,4.71
2026-02-01,CUST-0028,2,0,10.05,4.09
2026-03-01,CUST-0028,1,0,5.2,4.46
2026-04-01,CUST-0028,1,0,6.8,4.35
2026-05-01,CUST-0028,2,0,8.34,4.59
2026-06-01,CUST-0028,3,0,7.97,4.73
2025-01-01,CUST-0029,0,0,0.0,4.64
2025-02-01,CUST-0029,0,0,0.0,4.34
2025-03-01,CUST-0029,0,0,0.0,4.54
2025-04-01,CUST-0029,2,0,9.81,4.59
2025-05-01,CUST-0029,1,0,5.25,4.22
2025-06-01,CUST-0029,3,0,9.98,4.22
2025-07-01,CUST-0029,2,0,8.07,4.61
2025-08-01,CUST-0029,1,0,11.34,4.26
2025-09-01,CUST-0029,2,0,5.04,3.88
2025-10-01,CUST-0029,0,0,0.0,4.84
2025-11-01,CUST-0029,4,0,10.36,4.09
2025-12-01,CUST-0029,1,0,8.07,4.32
2026-01-01,CUST-0029,0,0,0.0,4.2
2026-02-01,CUST-0029,2,0,6.22,4.17
2026-03-01,CUST-0029,1,0,11.79,4.47
2026-04-01,CUST-0029,0,0,0.0,4.72
2026-05-01,CUST-0029,0,0,0.0,4.58
2026-06-01,CUST-0029,4,0,4.22,3.13
2025-01-01,CUST-0030,1,1,15.91,4.11
2025-02-01,CUST-0030,1,0,11.12,4.96
2025-03-01,CUST-0030,1,0,7.71,4.51
2025-04-01,CUST-0030,1,0,2.46,4.45
2025-05-01,CUST-0030,0,0,0.0,4.78
2025-06-01,CUST-0030,3,0,3.37,4.16
2025-07-01,CUST-0030,1,0,5.34,4.18
2025-08-01,CUST-0030,1,0,6.92,4.47
2025-09-01,CUST-0030,0,0,0.0,4.43
2025-10-01,CUST-0030,1,0,6.79,3.95
2025-11-01,CUST-0030,2,0,4.9,4.67
2025-12-01,CUST-0030,2,0,6.59,4.19
2026-01-01,CUST-0030,1,0,6.01,4.42
2026-02-01,CUST-0030,6,0,8.9,3.96
2026-03-01,CUST-0030,3,1,10.46,4.17
2026-04-01,CUST-0030,0,0,0.0,4.72
2026-05-01,CUST-0030,1,0,5.87,4.26
2026-06-01,CUST-0030,0,0,0.0,4.61
2026-03-01,CUST-0031,1,0,7.68,4.56
2026-04-01,CUST-0031,2,1,10.26,4.46
2026-05-01,CUST-0031,1,0,9.16,4.42
2026-06-01,CUST-0031,0,0,0.0,4.6
2025-12-01,CUST-0032,0,0,0.0,4.42
2026-01-01,CUST-0032,1,0,8.59,4.51
2026-02-01,CUST-0032,1,0,4.85,4.34
2026-03-01,CUST-0032,0,0,0.0,4.48
2026-04-01,CUST-0032,2,0,5.47,4.63
2026-05-01,CUST-0032,3,0,6.68,3.81
2026-06-01,CUST-0032,3,0,3.28,4.59
2025-04-01,CUST-0033,1,0,5.13,3.96
2025-05-01,CUST-0033,3,0,5.44,4.31
2025-06-01,CUST-0033,0,0,0.0,4.59
2025-07-01,CUST-0033,0,0,0.0,4.51
2025-08-01,CUST-0033,3,0,3.7,4.38
2025-09-01,CUST-0033,0,0,0.0,4.82
2025-10-01,CUST-0033,1,0,12.14,4.39
2025-11-01,CUST-0033,2,0,7.35,4.46
2025-12-01,CUST-0033,0,0,0.0,4.49
2026-01-01,CUST-0033,1,0,7.83,4.01
2026-02-01,CUST-0033,1,0,4.83,4.21
2026-03-01,CUST-0033,3,0,6.62,4.38
2026-04-01,CUST-0033,2,0,9.99,4.46
2026-05-01,CUST-0033,1,0,9.41,4.68
2026-06-01,CUST-0033,1,1,13.72,4.17
2025-04-01,CUST-0034,1,0,3.02,4.47
2025-05-01,CUST-0034,0,0,0.0,4.33
2025-06-01,CUST-0034,3,0,12.7,3.73
2025-07-01,CUST-0034,1,0,5.7,3.06
2025-08-01,CUST-0034,2,0,8.56,4.95
2025-09-01,CUST-0034,1,0,12.96,4.92
2025-10-01,CUST-0034,0,0,0.0,4.4
2025-11-01,CUST-0034,1,0,10.83,4.11
2025-12-01,CUST-0034,1,0,6.75,4.64
2026-01-01,CUST-0034,3,0,6.1,4.67
2026-02-01,CUST-0034,3,0,17.13,4.41
2026-03-01,CUST-0034,2,0,9.85,4.38
2026-04-01,CUST-0034,1,0,4.76,4.15
2026-05-01,CUST-0034,0,0,0.0,4.58
2026-06-01,CUST-0034,1,0,12.03,4.39
2025-05-01,CUST-0035,0,0,0.0,4.2
2025-06-01,CUST-0035,1,0,10.72,3.76
2025-07-01,CUST-0035,0,0,0.0,4.56
2025-08-01,CUST-0035,2,1,14.62,3.73
2025-09-01,CUST-0035,0,0,0.0,4.28
2025-10-01,CUST-0035,0,0,0.0,4.55
2025-11-01,CUST-0035,0,0,0.0,4.56
2025-12-01,CUST-0035,1,0,10.82,4.76
2025-01-01,CUST-0036,1,0,3.01,4.46
2025-02-01,CUST-0036,2,0,7.02,4.13
2025-03-01,CUST-0036,2,0,5.87,4.54
2025-04-01,CUST-0036,0,0,0.0,4.38
2025-05-01,CUST-0036,2,0,10.16,4.07
2025-06-01,CUST-0036,0,0,0.0,4.71
2025-07-01,CUST-0036,1,0,1.69,4.43
2025-08-01,CUST-0036,0,0,0.0,4.32
2025-09-01,CUST-0036,2,0,8.53,4.49
2025-10-01,CUST-0036,4,1,10.01,3.55
2025-11-01,CUST-0036,0,0,0.0,4.49
2025-12-01,CUST-0036,0,0,0.0,4.66
2026-01-01,CUST-0036,0,0,0.0,4.58
2026-02-01,CUST-0036,3,0,8.92,4.85
2026-03-01,CUST-0036,1,0,3.05,4.2
2026-04-01,CUST-0036,0,0,0.0,4.68
2026-05-01,CUST-0036,2,0,12.96,4.35
2026-06-01,CUST-0036,0,0,0.0,4.63
2025-11-01,CUST-0037,0,0,0.0,4.58
2025-12-01,CUST-0037,1,0,4.89,4.33
2026-01-01,CUST-0037,0,0,0.0,4.89
2026-02-01,CUST-0037,2,0,11.47,4.0
2026-03-01,CUST-0037,1,0,1.87,4.12
2026-04-01,CUST-0037,2,0,4.92,4.62
2026-05-01,CUST-0037,0,0,0.0,4.86
2026-06-01,CUST-0037,0,0,0.0,4.62
2025-01-01,CUST-0038,2,0,7.84,4.41
2025-02-01,CUST-0038,0,0,0.0,4.82
2025-03-01,CUST-0038,1,0,4.9,4.77
2025-04-01,CUST-0038,1,0,7.42,3.59
2025-05-01,CUST-0038,0,0,0.0,4.44
2025-06-01,CUST-0038,0,0,0.0,4.84
2025-07-01,CUST-0038,0,0,0.0,5.0
2025-08-01,CUST-0038,1,0,5.35,4.68
2025-09-01,CUST-0038,0,0,0.0,4.81
2025-10-01,CUST-0038,0,0,0.0,4.7
2025-11-01,CUST-0038,1,0,10.87,4.3
2025-12-01,CUST-0038,2,0,6.67,4.12
2026-01-01,CUST-0038,1,0,3.76,4.22
2026-02-01,CUST-0038,2,1,11.49,3.4
2026-03-01,CUST-0038,0,0,0.0,4.51
2026-04-01,CUST-0038,0,0,0.0,4.22
2026-05-01,CUST-0038,0,0,0.0,4.49
2026-06-01,CUST-0038,1,0,7.02,4.77
