month,aws_service,environment,cost_category,cost_usd,monthly_cost_share_pct,budget_usd,variance_usd,variance_pct
2025-04-01,AWS Lambda,production,direct_product_cost,5937.7181,0.09374123625638778,63468.52,-126.94,-0.002
2025-04-01,AWS Step Functions,production,direct_product_cost,621.3391,0.009809339949707507,63468.52,-126.94,-0.002
2025-04-01,AWS Support,production,shared_platform_cost,3361.89,0.053075561933125036,63468.52,-126.94,-0.002
2025-04-01,Amazon API Gateway,production,direct_product_cost,2992.2767,0.04724032235197969,63468.52,-126.94,-0.002
2025-04-01,Amazon Athena,production,direct_product_cost,7266.9092,0.11472573145076018,63468.52,-126.94,-0.002
2025-04-01,Amazon CloudFront,production,direct_product_cost,754.51,0.01191176458306553,63468.52,-126.94,-0.002
2025-04-01,Amazon CloudFront,production,shared_platform_cost,2344.37,0.03701154860187583,63468.52,-126.94,-0.002
2025-04-01,Amazon CloudWatch,development,non_production_cost,414.66,0.006546410653290152,63468.52,-126.94,-0.002
2025-04-01,Amazon CloudWatch,production,direct_product_cost,1834.6522,0.02896442074750932,63468.52,-126.94,-0.002
2025-04-01,Amazon CloudWatch,production,shared_platform_cost,1845.94,0.02914262596183481,63468.52,-126.94,-0.002
2025-04-01,Amazon CloudWatch,staging,non_production_cost,327.61,0.005172115936247496,63468.52,-126.94,-0.002
2025-04-01,Amazon DynamoDB,production,direct_product_cost,3275.8329,0.05171694254318809,63468.52,-126.94,-0.002
2025-04-01,Amazon EC2,development,non_production_cost,1680.81,0.026535649665163315,63468.52,-126.94,-0.002
2025-04-01,Amazon EC2,production,shared_platform_cost,6566.34,0.10366555281224438,63468.52,-126.94,-0.002
2025-04-01,Amazon EC2,staging,non_production_cost,1338.64,0.021133668926157163,63468.52,-126.94,-0.002
2025-04-01,Amazon QuickSight,production,direct_product_cost,5622.4511,0.08876398441769867,63468.52,-126.94,-0.002
2025-04-01,Amazon RDS,development,non_production_cost,1410.06,0.022261206303425242,63468.52,-126.94,-0.002
2025-04-01,Amazon RDS,production,shared_platform_cost,5661.71,0.08938378107326336,63468.52,-126.94,-0.002
2025-04-01,Amazon RDS,staging,non_production_cost,1040.93,0.016433596781289053,63468.52,-126.94,-0.002
2025-04-01,Amazon S3,development,non_production_cost,322.7,0.005094599714987536,63468.52,-126.94,-0.002
2025-04-01,Amazon S3,production,direct_product_cost,6747.9958,0.1065334288175305,63468.52,-126.94,-0.002
2025-04-01,Amazon S3,staging,non_production_cost,225.82,0.0035651146812472434,63468.52,-126.94,-0.002
2025-04-01,Data Transfer,production,direct_product_cost,1746.4158,0.027571395838022098,63468.52,-126.94,-0.002
2025-05-01,AWS Lambda,production,direct_product_cost,7401.2419,0.09712119332533063,66191.95,10014.3,0.1513
2025-05-01,AWS Step Functions,production,direct_product_cost,659.7882,0.008657927708858145,66191.95,10014.3,0.1513
2025-05-01,AWS Support,production,shared_platform_cost,3254.52,0.0427067335957706,66191.95,10014.3,0.1513
2025-05-01,Amazon API Gateway,production,direct_product_cost,3609.0494,0.04735896883711753,66191.95,10014.3,0.1513
2025-05-01,Amazon Athena,production,direct_product_cost,7849.7957,0.10300724338493099,66191.95,10014.3,0.1513
2025-05-01,Amazon Bedrock,production,direct_product_cost,7112.7988,0.09333616123788356,66191.95,10014.3,0.1513
2025-05-01,Amazon CloudFront,production,direct_product_cost,828.6767,0.010874130459767437,66191.95,10014.3,0.1513
2025-05-01,Amazon CloudFront,production,shared_platform_cost,2573.7,0.03377282064803252,66191.95,10014.3,0.1513
2025-05-01,Amazon CloudWatch,development,non_production_cost,425.74,0.005586680911797554,66191.95,10014.3,0.1513
2025-05-01,Amazon CloudWatch,production,direct_product_cost,2675.2571,0.03510548169004764,66191.95,10014.3,0.1513
2025-05-01,Amazon CloudWatch,production,shared_platform_cost,1842.35,0.024175838722812572,66191.95,10014.3,0.1513
2025-05-01,Amazon CloudWatch,staging,non_production_cost,369.98,0.004854982392415229,66191.95,10014.3,0.1513
2025-05-01,Amazon DynamoDB,production,direct_product_cost,3298.181,0.043279665608947644,66191.95,10014.3,0.1513
2025-05-01,Amazon EC2,development,non_production_cost,1805.39,0.023690839130338204,66191.95,10014.3,0.1513
2025-05-01,Amazon EC2,production,shared_platform_cost,6964.04,0.09138410611404764,66191.95,10014.3,0.1513
2025-05-01,Amazon EC2,staging,non_production_cost,1241.88,0.01629630124193909,66191.95,10014.3,0.1513
2025-05-01,Amazon QuickSight,production,direct_product_cost,6016.5001,0.07895021906444798,66191.95,10014.3,0.1513
2025-05-01,Amazon RDS,development,non_production_cost,1474.63,0.019350512690759686,66191.95,10014.3,0.1513
2025-05-01,Amazon RDS,production,shared_platform_cost,5687.17,0.07462865617782613,66191.95,10014.3,0.1513
2025-05-01,Amazon RDS,staging,non_production_cost,1034.02,0.013568703425604612,66191.95,10014.3,0.1513
2025-05-01,Amazon S3,development,non_production_cost,343.18,0.004503305198737926,66191.95,10014.3,0.1513
2025-05-01,Amazon S3,production,direct_product_cost,7806.2182,0.10243540708241336,66191.95,10014.3,0.1513
2025-05-01,Amazon S3,staging,non_production_cost,261.79,0.003435282557193315,66191.95,10014.3,0.1513
2025-05-01,Data Transfer,production,direct_product_cost,1670.3525,0.021918838792980046,66191.95,10014.3,0.1513
2025-06-01,AWS Lambda,production,direct_product_cost,8538.1203,0.10486709145649527,79635.53,1782.96,0.0224
2025-06-01,AWS Step Functions,production,direct_product_cost,691.9982,0.008499275716123383,79635.53,1782.96,0.0224
2025-06-01,AWS Support,production,shared_platform_cost,3278.12,0.04026259853065858,79635.53,1782.96,0.0224
2025-06-01,Amazon API Gateway,production,direct_product_cost,4160.8008,0.05110388032666378,79635.53,1782.96,0.0224
2025-06-01,Amazon Athena,production,direct_product_cost,8544.9204,0.10495061179628402,79635.53,1782.96,0.0224
2025-06-01,Amazon Bedrock,production,direct_product_cost,6486.8744,0.07967323334289372,79635.53,1782.96,0.0224
2025-06-01,Amazon CloudFront,production,direct_product_cost,976.103,0.011988714023150902,79635.53,1782.96,0.0224
2025-06-01,Amazon CloudFront,production,shared_platform_cost,2417.33,0.02969018440634172,79635.53,1782.96,0.0224
2025-06-01,Amazon CloudWatch,development,non_production_cost,411.13,0.005049590049757076,79635.53,1782.96,0.0224
2025-06-01,Amazon CloudWatch,production,direct_product_cost,3069.5956,0.0377014554971374,79635.53,1782.96,0.0224
2025-06-01,Amazon CloudWatch,production,shared_platform_cost,1836.14,0.022551879634084004,79635.53,1782.96,0.0224
2025-06-01,Amazon CloudWatch,staging,non_production_cost,330.65,0.004061116799922596,79635.53,1782.96,0.0224
2025-06-01,Amazon DynamoDB,production,direct_product_cost,3854.6183,0.04734327880060208,79635.53,1782.96,0.0224
2025-06-01,Amazon EC2,development,non_production_cost,1656.77,0.02034881742207095,79635.53,1782.96,0.0224
2025-06-01,Amazon EC2,production,shared_platform_cost,7217.58,0.08864792195005393,79635.53,1782.96,0.0224
2025-06-01,Amazon EC2,staging,non_production_cost,1223.62,0.015028772837505781,79635.53,1782.96,0.0224
2025-06-01,Amazon QuickSight,production,direct_product_cost,6614.8296,0.08124480755235224,79635.53,1782.96,0.0224
2025-06-01,Amazon RDS,development,non_production_cost,1354.9,0.01664118297963141,79635.53,1782.96,0.0224
2025-06-01,Amazon RDS,production,shared_platform_cost,6079.57,0.0746706301627262,79635.53,1782.96,0.0224
2025-06-01,Amazon RDS,staging,non_production_cost,1022.76,0.012561765668497912,79635.53,1782.96,0.0224
2025-06-01,Amazon S3,development,non_production_cost,334.42,0.004107420777952865,79635.53,1782.96,0.0224
2025-06-01,Amazon S3,production,direct_product_cost,8945.1682,0.1098665442466456,79635.53,1782.96,0.0224
2025-06-01,Amazon S3,staging,non_production_cost,260.6,0.00320074712856443,79635.53,1782.96,0.0224
2025-06-01,Data Transfer,production,direct_product_cost,2111.8718,0.025938478893884086,79635.53,1782.96,0.0224
2025-07-01,AWS Lambda,production,direct_product_cost,9323.5502,0.1046974413852843,85082.32,3970.0,0.0467
2025-07-01,AWS Step Functions,production,direct_product_cost,704.2279,0.007908024057416654,85082.32,3970.0,0.0467
2025-07-01,AWS Support,production,shared_platform_cost,3611.15,0.04055088001333113,85082.32,3970.0,0.0467
2025-07-01,Amazon API Gateway,production,direct_product_cost,4361.4634,0.04897641444302652,85082.32,3970.0,0.0467
2025-07-01,Amazon Athena,production,direct_product_cost,8508.8326,0.09554868942473183,85082.32,3970.0,0.0467
2025-07-01,Amazon Bedrock,production,direct_product_cost,11772.2435,0.1321946841466617,85082.32,3970.0,0.0467
2025-07-01,Amazon CloudFront,production,direct_product_cost,847.188,0.00951337356153413,85082.32,3970.0,0.0467
2025-07-01,Amazon CloudFront,production,shared_platform_cost,2573.6,0.02889986425440898,85082.32,3970.0,0.0467
2025-07-01,Amazon CloudWatch,development,non_production_cost,476.64,0.005352359068317336,85082.32,3970.0,0.0467
2025-07-01,Amazon CloudWatch,production,direct_product_cost,3575.1225,0.04014631447889465,85082.32,3970.0,0.0467
2025-07-01,Amazon CloudWatch,production,shared_platform_cost,2104.97,0.023637452307896826,85082.32,3970.0,0.0467
2025-07-01,Amazon CloudWatch,staging,non_production_cost,359.75,0.004039759933759571,85082.32,3970.0,0.0467
2025-07-01,Amazon DynamoDB,production,direct_product_cost,3983.0184,0.04472672174495386,85082.32,3970.0,0.0467
2025-07-01,Amazon EC2,development,non_production_cost,1947.96,0.021874331509565793,85082.32,3970.0,0.0467
2025-07-01,Amazon EC2,production,shared_platform_cost,7205.08,0.08090839055881141,85082.32,3970.0,0.0467
2025-07-01,Amazon EC2,staging,non_production_cost,1400.41,0.01572569898217162,85082.32,3970.0,0.0467
2025-07-01,Amazon QuickSight,production,direct_product_cost,6599.2693,0.07410552803399463,85082.32,3970.0,0.0467
2025-07-01,Amazon RDS,development,non_production_cost,1597.76,0.017941811902053347,85082.32,3970.0,0.0467
2025-07-01,Amazon RDS,production,shared_platform_cost,5863.42,0.06584241609674647,85082.32,3970.0,0.0467
2025-07-01,Amazon RDS,staging,non_production_cost,1152.38,0.01294048242520043,85082.32,3970.0,0.0467
2025-07-01,Amazon S3,development,non_production_cost,325.7,0.003657400445936045,85082.32,3970.0,0.0467
2025-07-01,Amazon S3,production,direct_product_cost,8731.8115,0.09805259832339418,85082.32,3970.0,0.0467
2025-07-01,Amazon S3,staging,non_production_cost,266.77,0.0029956546421933024,85082.32,3970.0,0.0467
2025-07-01,Data Transfer,production,direct_product_cost,1760.0041,0.019763708259715282,85082.32,3970.0,0.0467
2025-08-01,AWS Lambda,production,direct_product_cost,8236.4063,0.09552452184413951,93059.68,-6836.72,-0.0735
2025-08-01,AWS Step Functions,production,direct_product_cost,709.7271,0.008231301297912875,93059.68,-6836.72,-0.0735
2025-08-01,AWS Support,production,shared_platform_cost,3959.89,0.045926170349972845,93059.68,-6836.72,-0.0735
2025-08-01,Amazon API Gateway,production,direct_product_cost,3773.9648,0.04376983964190955,93059.68,-6836.72,-0.0735
2025-08-01,Amazon Athena,production,direct_product_cost,9192.4042,0.10661203245923648,93059.68,-6836.72,-0.0735
2025-08-01,Amazon Bedrock,production,direct_product_cost,8202.3646,0.09512971165668413,93059.68,-6836.72,-0.0735
2025-08-01,Amazon CloudFront,production,direct_product_cost,1045.6056,0.012126766375956295,93059.68,-6836.72,-0.0735
2025-08-01,Amazon CloudFront,production,shared_platform_cost,2566.28,0.029763304648797905,93059.68,-6836.72,-0.0735
2025-08-01,Amazon CloudWatch,development,non_production_cost,464.41,0.0053861528406675165,93059.68,-6836.72,-0.0735
2025-08-01,Amazon CloudWatch,production,direct_product_cost,2909.8779,0.03374829809237662,93059.68,-6836.72,-0.0735
2025-08-01,Amazon CloudWatch,production,shared_platform_cost,2035.57,0.023608215020946094,93059.68,-6836.72,-0.0735
2025-08-01,Amazon CloudWatch,staging,non_production_cost,379.9,0.004406019388405911,93059.68,-6836.72,-0.0735
2025-08-01,Amazon DynamoDB,production,direct_product_cost,3751.5167,0.04350949017143607,93059.68,-6836.72,-0.0735
2025-08-01,Amazon EC2,development,non_production_cost,1838.06,0.02131752565689226,93059.68,-6836.72,-0.0735
2025-08-01,Amazon EC2,production,shared_platform_cost,7495.94,0.08693671222513137,93059.68,-6836.72,-0.0735
2025-08-01,Amazon EC2,staging,non_production_cost,1546.6,0.017937219231662496,93059.68,-6836.72,-0.0735
2025-08-01,Amazon QuickSight,production,direct_product_cost,7052.6953,0.08179603114587852,93059.68,-6836.72,-0.0735
2025-08-01,Amazon RDS,development,non_production_cost,1415.02,0.01641117545401983,93059.68,-6836.72,-0.0735
2025-08-01,Amazon RDS,production,shared_platform_cost,6321.91,0.0733205002152072,93059.68,-6836.72,-0.0735
2025-08-01,Amazon RDS,staging,non_production_cost,1159.28,0.013445143870995538,93059.68,-6836.72,-0.0735
2025-08-01,Amazon S3,development,non_production_cost,344.24,0.00399244041659608,93059.68,-6836.72,-0.0735
2025-08-01,Amazon S3,production,direct_product_cost,9474.2529,0.10988086856557235,93059.68,-6836.72,-0.0735
2025-08-01,Amazon S3,staging,non_production_cost,274.04,0.0031782720536950673,93059.68,-6836.72,-0.0735
2025-08-01,Data Transfer,production,direct_product_cost,2072.997,0.02404228737590758,93059.68,-6836.72,-0.0735
2025-09-01,AWS Glue,production,direct_product_cost,3295.9659,0.03193943794308489,90102.99,13091.25,0.1453
2025-09-01,AWS Lambda,production,direct_product_cost,9877.2726,0.09571535168329039,90102.99,13091.25,0.1453
2025-09-01,AWS Step Functions,production,direct_product_cost,698.8277,0.006771964466337089,90102.99,13091.25,0.1453
2025-09-01,AWS Support,production,shared_platform_cost,3688.02,0.03573862397146036,90102.99,13091.25,0.1453
2025-09-01,Amazon API Gateway,production,direct_product_cost,4372.575,0.04237227935640487,90102.99,13091.25,0.1453
2025-09-01,Amazon Athena,production,direct_product_cost,12266.4778,0.11886785796944332,90102.99,13091.25,0.1453
2025-09-01,Amazon Bedrock,production,direct_product_cost,10533.2784,0.10207235208168763,90102.99,13091.25,0.1453
2025-09-01,Amazon CloudFront,production,direct_product_cost,1203.3373,0.011660896436443509,90102.99,13091.25,0.1453
2025-09-01,Amazon CloudFront,production,shared_platform_cost,2649.5,0.025674883599433904,90102.99,13091.25,0.1453
2025-09-01,Amazon CloudWatch,development,non_production_cost,532.97,0.005164726443476236,90102.99,13091.25,0.1453
2025-09-01,Amazon CloudWatch,production,direct_product_cost,3708.9102,0.03594105969645334,90102.99,13091.25,0.1453
2025-09-01,Amazon CloudWatch,production,shared_platform_cost,2050.45,0.01986981131400613,90102.99,13091.25,0.1453
2025-09-01,Amazon CloudWatch,staging,non_production_cost,354.71,0.0034373043825458387,90102.99,13091.25,0.1453
2025-09-01,Amazon DynamoDB,production,direct_product_cost,4785.7391,0.04637603107369676,90102.99,13091.25,0.1453
2025-09-01,Amazon EC2,development,non_production_cost,1803.87,0.01748033677241398,90102.99,13091.25,0.1453
2025-09-01,Amazon EC2,production,shared_platform_cost,8059.06,0.07809602846607051,90102.99,13091.25,0.1453
2025-09-01,Amazon EC2,staging,non_production_cost,1309.19,0.012686658184390593,90102.99,13091.25,0.1453
2025-09-01,Amazon QuickSight,production,direct_product_cost,9633.9074,0.09335703004443288,90102.99,13091.25,0.1453
2025-09-01,Amazon RDS,development,non_production_cost,1448.45,0.014036152160634098,90102.99,13091.25,0.1453
2025-09-01,Amazon RDS,production,shared_platform_cost,6705.71,0.06498143940424983,90102.99,13091.25,0.1453
2025-09-01,Amazon RDS,staging,non_production_cost,1173.14,0.011368270596655933,90102.99,13091.25,0.1453
2025-09-01,Amazon S3,development,non_production_cost,358.8,0.003476938379119413,90102.99,13091.25,0.1453
2025-09-01,Amazon S3,production,direct_product_cost,10277.4782,0.09959352952659727,90102.99,13091.25,0.1453
2025-09-01,Amazon S3,staging,non_production_cost,287.93,0.0027901752159973595,90102.99,13091.25,0.1453
2025-09-01,Data Transfer,production,direct_product_cost,2118.6665,0.020530860831673912,90102.99,13091.25,0.1453
2025-10-01,AWS Glue,production,direct_product_cost,3937.4638,0.03725388592422972,107837.98,-2145.28,-0.0199
2025-10-01,AWS Lambda,production,direct_product_cost,10060.1167,0.09518270108952832,107837.98,-2145.28,-0.0199
2025-10-01,AWS Step Functions,production,direct_product_cost,720.7698,0.006819485148493269,107837.98,-2145.28,-0.0199
2025-10-01,AWS Support,production,shared_platform_cost,4182.38,0.039571133939512004,107837.98,-2145.28,-0.0199
2025-10-01,Amazon API Gateway,production,direct_product_cost,4844.2927,0.04583374903138888,107837.98,-2145.28,-0.0199
2025-10-01,Amazon Athena,production,direct_product_cost,12280.9367,0.11619474821952297,107837.98,-2145.28,-0.0199
2025-10-01,Amazon Bedrock,production,direct_product_cost,10224.2461,0.09673559357438426,107837.98,-2145.28,-0.0199
2025-10-01,Amazon CloudFront,production,direct_product_cost,1248.6929,0.011814372198417567,107837.98,-2145.28,-0.0199
2025-10-01,Amazon CloudFront,production,shared_platform_cost,2666.61,0.025229840778322892,107837.98,-2145.28,-0.0199
2025-10-01,Amazon CloudWatch,development,non_production_cost,524.25,0.0049601344133697,107837.98,-2145.28,-0.0199
2025-10-01,Amazon CloudWatch,production,direct_product_cost,3634.1747,0.03438434905802099,107837.98,-2145.28,-0.0199
2025-10-01,Amazon CloudWatch,production,shared_platform_cost,2122.92,0.020085776917178454,107837.98,-2145.28,-0.0199
2025-10-01,Amazon CloudWatch,staging,non_production_cost,390.89,0.0036983632634088356,107837.98,-2145.28,-0.0199
2025-10-01,Amazon DynamoDB,production,direct_product_cost,4492.9538,0.04250959420326212,107837.98,-2145.28,-0.0199
2025-10-01,Amazon EC2,development,non_production_cost,2132.1,0.020172632489738745,107837.98,-2145.28,-0.0199
2025-10-01,Amazon EC2,production,shared_platform_cost,7939.75,0.07512108194287473,107837.98,-2145.28,-0.0199
2025-10-01,Amazon EC2,staging,non_production_cost,1408.44,0.013325802027976005,107837.98,-2145.28,-0.0199
2025-10-01,Amazon QuickSight,production,direct_product_cost,9642.0882,0.0912275698570642,107837.98,-2145.28,-0.0199
2025-10-01,Amazon RDS,development,non_production_cost,1456.78,0.013783165685662778,107837.98,-2145.28,-0.0199
2025-10-01,Amazon RDS,production,shared_platform_cost,6607.14,0.06251273722069906,107837.98,-2145.28,-0.0199
2025-10-01,Amazon RDS,staging,non_production_cost,1138.41,0.01077094252269757,107837.98,-2145.28,-0.0199
2025-10-01,Amazon S3,development,non_production_cost,382.31,0.0036171845256564045,107837.98,-2145.28,-0.0199
2025-10-01,Amazon S3,production,direct_product_cost,10801.5867,0.1021980389311711,107837.98,-2145.28,-0.0199
2025-10-01,Amazon S3,staging,non_production_cost,301.27,0.002850433370941134,107837.98,-2145.28,-0.0199
2025-10-01,Data Transfer,production,direct_product_cost,2552.1282,0.02414668366647834,107837.98,-2145.28,-0.0199
2025-11-01,AWS Glue,production,direct_product_cost,4130.9045,0.03376650333804969,110448.87,11888.48,0.1076
2025-11-01,AWS Lambda,production,direct_product_cost,11460.3731,0.09367844900225725,110448.87,11888.48,0.1076
2025-11-01,AWS Step Functions,production,direct_product_cost,745.0521,0.006090144233949474,110448.87,11888.48,0.1076
2025-11-01,AWS Support,production,shared_platform_cost,3909.47,0.03195647147132187,110448.87,11888.48,0.1076
2025-11-01,Amazon API Gateway,production,direct_product_cost,4764.4219,0.038944949705379796,110448.87,11888.48,0.1076
2025-11-01,Amazon Athena,production,direct_product_cost,14526.1551,0.11873851469410092,110448.87,11888.48,0.1076
2025-11-01,Amazon Bedrock,production,direct_product_cost,16799.8357,0.13732384959340901,110448.87,11888.48,0.1076
2025-11-01,Amazon CloudFront,production,direct_product_cost,1521.3295,0.012435527773644603,110448.87,11888.48,0.1076
2025-11-01,Amazon CloudFront,production,shared_platform_cost,2942.67,0.024053733601873076,110448.87,11888.48,0.1076
2025-11-01,Amazon CloudWatch,development,non_production_cost,486.2,0.0039742564668245805,110448.87,11888.48,0.1076
2025-11-01,Amazon CloudWatch,production,direct_product_cost,4344.2943,0.03551077687281811,110448.87,11888.48,0.1076
2025-11-01,Amazon CloudWatch,production,shared_platform_cost,2241.14,0.01831934417535837,110448.87,11888.48,0.1076
