month,customer_id,plan_type,seat_count,base_mrr_usd,discount_pct,mrr_usd,arr_usd,contract_type_x,renewal_month,subscription_status,company_name,industry,company_size_segment,region,country,signup_date,churn_date,initial_plan,contract_type_y,account_owner,risk_profile,power_user_flag,underpriced_flag,planned_upgrade_month,eligible_features,adopted_features,active_users,login_count,workflow_runs,api_calls,storage_gb,compute_minutes,ai_tokens_million,athena_scanned_gb,feature_adoption_rate,direct_cloud_cost_usd,ticket_count,high_severity_tickets,avg_resolution_hours,csat_score,shared_overhead_usd,shared_cost_allocation_usd,allocated_cloud_cost_usd,cost_to_revenue_ratio,estimated_gross_margin_pct,cost_per_active_user_usd,margin_risk_tier,customer_health_score,revenue_at_risk_usd
2026-02-01,CUST-0001,Enterprise,100,2499.0,0.13,2244.79,26937.47,Annual,2027-01-01,Active,"Lopez, Gray and Dyer",Education,Mid-Market,North America,Canada,2025-01-24,,Professional,Annual,Noah Williams,Medium,False,False,2025-09-01,9,7,43,2551,2197,1662634,127.1598,432.3619,0.950106,37.6353,0.7777777777777778,226.7727,1,0,8.66,4.68,43019.880000000005,144.17767133761416,370.9503713376141,0.16524947604792167,0.8347505239520783,8.62675282180498,Monitor,79.66448636061071,0.0
2026-03-01,CUST-0001,Enterprise,100,2499.0,0.13,2250.22,27002.69,Annual,2027-01-01,Active,"Lopez, Gray and Dyer",Education,Mid-Market,North America,Canada,2025-01-24,,Professional,Annual,Noah Williams,Medium,False,False,2025-09-01,9,8,55,6275,1140,1709525,136.3677,680.3178,3.624901,507.7243,0.8888888888888888,510.875,4,0,5.15,4.28,39291.850000000006,123.27758183165103,634.152581831651,0.28181803638384295,0.718181963616157,11.530046942393655,Margin Risk,69.91677931151479,2250.22
2026-04-01,CUST-0001,Enterprise,100,2499.0,0.13,2255.66,27067.92,Annual,2027-01-01,Active,"Lopez, Gray and Dyer",Education,Mid-Market,North America,Canada,2025-01-24,,Professional,Annual,Noah Williams,Medium,False,False,2025-09-01,9,8,56,6627,1494,2471015,135.9802,1041.0572,0.0,981.4526,0.8888888888888888,441.9561,0,0,0.0,5.0,36571.45999999999,110.48892220609729,552.4450222060973,0.2449150236321508,0.7550849763678492,9.865089682251737,Monitor,78.62902033165017,0.0
2026-05-01,CUST-0001,Enterprise,100,2499.0,0.13,2261.1,27133.14,Annual,2027-01-01,Active,"Lopez, Gray and Dyer",Education,Mid-Market,North America,Canada,2025-01-24,,Professional,Annual,Noah Williams,Medium,False,False,2025-09-01,9,8,64,4790,619,1258930,149.7128,579.3432,3.060047,477.9465,0.8888888888888888,499.973,0,0,0.0,4.36,37711.640000000014,113.6295030785783,613.6025030785784,0.27137344791410306,0.728626552085897,9.587539110602787,Margin Risk,71.39234638909397,2261.1
2026-06-01,CUST-0001,Enterprise,100,2499.0,0.13,2266.53,27198.37,Annual,2027-01-01,Active,"Lopez, Gray and Dyer",Education,Mid-Market,North America,Canada,2025-01-24,,Professional,Annual,Noah Williams,Medium,False,False,2025-09-01,9,6,36,2853,1017,947104,0.0,264.6838,0.0,182.0593,0.6666666666666666,126.5394,2,0,13.12,3.75,38504.84,116.08452820664873,242.6239282066487,0.10704642259606036,0.8929535774039397,6.739553561295797,Monitor,74.10295285898184,0.0
2025-01-01,CUST-0002,Professional,25,599.0,0.1,545.84,6550.07,Annual,2026-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,6,4,10,590,350,0,39.4743,49.6,0.0,29.806,0.6666666666666666,49.7273,2,1,10.53,3.86,23983.21,42.523513150915164,92.25081315091516,0.16900705912156522,0.8309929408784348,9.225081315091517,Monitor,65.02610193694144,0.0
2025-02-01,CUST-0002,Professional,25,599.0,0.1,547.19,6566.24,Annual,2026-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,6,4,6,345,80,83370,0.0,25.0233,0.0,10.7356,0.6666666666666666,29.6216,0,0,0.0,4.38,24872.4,40.93153983877762,70.55313983877761,0.12893718788497158,0.8710628121150285,11.758856639796269,Monitor,77.39169163586894,0.0
2025-03-01,CUST-0002,Professional,25,599.0,0.1,548.53,6582.41,Annual,2026-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,6,5,8,428,76,222389,0.0,55.8699,0.0,42.6581,0.8333333333333334,53.570299999999996,3,0,10.88,4.55,25236.600000000006,37.31856930271078,90.88886930271077,0.16569534811716913,0.8343046518828309,11.361108662838847,Monitor,79.9777054839598,0.0
2025-04-01,CUST-0002,Professional,25,599.0,0.1,549.88,6598.58,Annual,2026-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,6,3,8,361,158,0,0.0,12.64,0.0,0.0,0.5,18.5965,0,0,0.0,4.12,26541.480000000003,34.34875095023369,52.94525095023369,0.09628510029503472,0.9037148997049653,6.6181563687792115,Healthy,73.75719197639722,0.0
2025-05-01,CUST-0002,Professional,25,599.0,0.1,551.23,6614.76,Annual,2026-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,7,5,17,615,1001,0,47.5614,115.06129999999999,0.372029,26.731,0.7142857142857143,69.5053,1,0,12.26,4.67,27278.389999999992,34.1201602189965,103.62546021899651,0.18798951475608458,0.8120104852439154,6.095615306999795,Monitor,76.17798167665609,0.0
2025-06-01,CUST-0002,Professional,25,599.0,0.1,552.58,6630.93,Annual,2026-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,7,6,11,700,203,169776,35.2252,94.0766,1.089169,17.639,0.8571428571428571,101.12910000000001,1,0,8.06,4.3,27423.590000000004,32.856933973568665,133.98603397356868,0.242473549483457,0.757526450516543,12.180548543051698,Monitor,72.43068746989488,0.0
2025-07-01,CUST-0002,Professional,25,599.0,0.1,553.93,6647.1,Annual,2026-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,7,4,12,320,182,60032,39.1538,29.7502,0.0,8.1092,0.5714285714285714,38.4225,2,0,15.4,4.74,28885.590000000004,33.4967681817571,71.9192681817571,0.12983457870445203,0.870165421295548,5.993272348479759,Monitor,77.81894798935812,0.0
2025-08-01,CUST-0002,Professional,25,599.0,0.1,555.27,6663.28,Annual,2026-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,7,6,17,1055,879,495612,49.6888,145.668,0.0,19.4462,0.8571428571428571,80.1157,0,0,0.0,4.5,29801.140000000007,33.60098291847864,113.71668291847865,0.20479529403439525,0.7952047059656048,6.6892166422634505,Monitor,77.04494790581981,0.0
2025-09-01,CUST-0002,Professional,25,599.0,0.1,556.62,6679.45,Annual,2026-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,7,6,13,700,305,293827,0.0,75.34389999999999,0.230588,15.2739,0.8571428571428571,66.9398,0,0,0.0,4.51,30421.79999999999,32.15389695938818,99.09369695938818,0.1780275537339445,0.8219724462660555,7.622592073799091,Monitor,79.26636712985587,0.0
2025-10-01,CUST-0002,Professional,25,599.0,0.1,557.97,6695.62,Annual,2026-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,7,6,11,717,189,315034,43.4481,85.3785,0.572771,6.8693,0.8571428571428571,91.5337,1,0,2.8,4.62,31253.25,32.19481133865071,123.7285113386507,0.22174760531686416,0.7782523946831359,11.248046485331882,Monitor,76.64876300322229,0.0
2025-11-01,CUST-0002,Professional,25,599.0,0.1,559.32,6711.8,Annual,2026-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,7,4,16,581,265,99911,0.0,65.1812,0.0,75.0419,0.5714285714285714,65.5499,2,0,8.68,4.0,31877.11,30.531185389475382,96.08108538947538,0.17178195914588315,0.8282180408541169,6.005067836842211,Monitor,68.54315755404363,0.0
2025-12-01,CUST-0002,Enterprise,100,2499.0,0.13,2261.1,27133.14,Annual,2026-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,9,8,53,4406,2804,784388,0.0,1185.2146,4.693121,693.029,0.8888888888888888,523.6302000000001,1,0,9.11,4.32,33608.08,123.36822982621159,646.9984298262117,0.2861432178259306,0.7138567821740693,12.207517543890786,Margin Risk,69.89076479614778,2261.1
2026-01-01,CUST-0002,Enterprise,100,2499.0,0.13,2266.53,27198.37,Annual,2027-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,9,9,60,5558,918,1073424,53.0826,870.5289,1.921102,377.71470000000005,1.0,408.9292,3,0,7.24,4.37,36945.71000000001,128.7424807176224,537.6716807176224,0.2372223975493915,0.7627776024506085,8.96119467862704,Monitor,76.98220819604867,0.0
2026-02-01,CUST-0002,Enterprise,100,2499.0,0.13,2271.97,27263.59,Annual,2027-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,9,7,41,3305,1776,1403414,0.0,1119.2901,2.641227,736.4094,0.7777777777777778,481.9681,1,0,12.15,4.36,43019.880000000005,145.92337989251524,627.8914798925152,0.2763643357493784,0.7236356642506216,15.314426338841836,Margin Risk,68.21529758449418,2271.97
2026-03-01,CUST-0002,Enterprise,100,2499.0,0.13,2277.4,27328.81,Annual,2027-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,9,8,54,5428,745,1101018,0.0,879.2892,1.478088,695.7249,0.8888888888888888,437.47769999999997,1,0,6.85,4.49,39291.850000000006,124.76662942441277,562.2443294244127,0.2468799198315679,0.7531200801684321,10.411932026378013,Monitor,74.39182863569678,0.0
2026-04-01,CUST-0002,Enterprise,100,2499.0,0.13,2282.84,27394.04,Annual,2027-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,9,7,70,5116,4453,1103466,79.8465,798.7499,4.20828,279.5961,0.7777777777777778,514.8856000000001,2,1,13.5,4.21,36571.45999999999,111.82027928365407,626.7058792836541,0.27452904245748894,0.7254709575425111,8.95294113262363,Margin Risk,62.16212104784532,2282.84
2026-05-01,CUST-0002,Enterprise,100,2499.0,0.13,2288.27,27459.26,Annual,2027-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,9,7,61,4370,1977,1141816,0.0,2382.564,3.591679,2284.2827,0.7777777777777778,813.0503,1,0,6.96,4.8,37711.640000000014,114.99490646571066,928.0452064657106,0.4055663040050827,0.5944336959949172,15.213855843700175,Margin Risk,61.399140124037835,2288.27
2026-06-01,CUST-0002,Enterprise,100,2499.0,0.13,2293.71,27524.49,Annual,2027-08-01,Active,Powell-Kirk,Technology,SMB,APAC,India,2024-08-06,,Professional,Annual,Maya Patel,Low,False,False,2025-12-01,9,8,56,5641,998,2571690,73.1204,566.0717999999999,2.784189,55.1958,0.8888888888888888,391.9192,1,0,5.5,4.32,38504.84,117.47660220375298,509.39580220375296,0.22208378661807857,0.7779162133819214,9.096353610781303,Monitor,75.01551929277593,0.0
2025-01-01,CUST-0003,Starter,12,149.0,0.0,251.94,3023.28,Monthly,2026-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,4,5,240,162,0,0.0,17.28,0.0,10.762,0.8,26.2653,2,0,10.32,4.85,23983.21,19.627315519642323,45.89261551964232,0.18215692434564706,0.8178430756543529,9.178523103928464,Monitor,80.22744605234823,0.0
2025-02-01,CUST-0003,Starter,12,149.0,0.0,252.56,3030.69,Monthly,2026-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,2,4,97,122,0,0.0,9.76,0.0,0.0,0.4,9.3055,0,0,0.0,4.58,24872.4,18.89228549805675,28.197785498056753,0.11164786782569193,0.8883521321743081,7.049446374514188,Monitor,73.70817057394464,0.0
2025-03-01,CUST-0003,Starter,12,149.0,0.0,253.17,3038.1,Monthly,2026-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,4,3,211,48,0,0.0,7.8,0.0,9.2521,0.8,23.8267,4,0,7.12,4.63,25236.600000000006,17.224112063820186,41.05081206382019,0.16214722148682778,0.8378527785131722,13.683604021273396,Monitor,80.06822228105378,0.0
2025-04-01,CUST-0003,Starter,12,149.0,0.0,253.79,3045.51,Monthly,2026-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,3,5,134,176,0,0.0,14.08,0.0,0.0,0.6,13.0863,1,0,7.84,3.93,26541.480000000003,15.85322161864372,28.93952161864372,0.11402940075906742,0.8859705992409326,5.787904323728744,Monitor,73.31764793927461,0.0
2025-05-01,CUST-0003,Starter,13,149.0,0.0,268.83,3225.96,Monthly,2026-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,4,4,182,94,0,0.0,14.48,0.0,5.6497,0.8,21.0264,0,0,0.0,4.46,27278.389999999992,16.64010063253602,37.666500632536014,0.14011271298789577,0.8598872870121043,9.416625158134003,Monitor,80.47098296096834,0.0
2025-06-01,CUST-0003,Starter,13,149.0,0.0,269.48,3233.79,Monthly,2026-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,3,2,118,58,0,0.0,8.48,0.0,9.383,0.6,17.8611,1,0,4.81,4.18,27423.590000000004,16.023537889893383,33.88463788989338,0.1257408263689082,0.8742591736310918,16.94231894494669,Monitor,74.38073389048733,0.0
2025-07-01,CUST-0003,Starter,13,149.0,0.0,270.13,3241.62,Monthly,2026-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,5,4,389,150,0,24.4884,16.2,0.0,9.6236,1.0,32.8658,1,0,7.66,4.05,28885.590000000004,16.33506397728602,49.20086397728602,0.18213772619585392,0.8178622738041461,12.300215994321505,Monitor,78.8289819043317,0.0
2025-08-01,CUST-0003,Starter,11,149.0,0.0,241.74,2900.85,Monthly,2026-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,5,4,247,174,0,24.2611,20.04,0.0,10.5245,1.0,27.9912,0,0,0.0,4.17,29801.140000000007,14.628381887573662,42.61958188757366,0.1763033916090579,0.823696608390942,10.654895471893415,Monitor,80.25572867127536,0.0
2025-09-01,CUST-0003,Starter,13,149.0,0.0,271.44,3257.28,Monthly,2026-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,5,5,321,136,0,27.1276,16.76,0.0,10.5774,1.0,35.0052,0,0,0.0,4.54,30421.79999999999,15.680093763530465,50.68529376353047,0.18672743060540253,0.8132725693945975,10.137058752706093,Monitor,82.3818055515678,0.0
2025-10-01,CUST-0003,Starter,12,149.0,0.0,257.5,3089.97,Monthly,2026-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,4,4,119,34,0,20.6588,6.08,0.0,7.2121,0.8,25.680300000000003,0,0,0.0,4.79,31253.25,14.857723389613344,40.53802338961334,0.1574292170470421,0.8425707829529578,10.134505847403336,Monitor,81.72566263623662,0.0
2025-11-01,CUST-0003,Starter,13,149.0,0.0,272.75,3272.94,Monthly,2026-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,3,3,100,113,0,0.0,12.52,0.0,6.9525,0.6,20.081599999999998,0,0,0.0,4.52,31877.11,14.88840165733285,34.970001657332844,0.1282126550223019,0.871787344977698,11.656667219110949,Monitor,76.90298759821584,0.0
2025-12-01,CUST-0003,Starter,13,149.0,0.0,273.4,3280.77,Monthly,2026-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,3,5,117,96,0,0.0,7.68,0.0,0.0,0.6,13.029,0,0,0.0,4.68,33608.08,14.91702004974846,27.946020049748462,0.10221660588788758,0.8977833941121124,5.589204009949692,Monitor,80.262671528969,0.0
2026-01-01,CUST-0003,Starter,14,149.0,0.0,288.75,3465.0,Monthly,2027-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,5,4,121,137,0,27.9833,17.200000000000003,0.0,13.0075,1.0,32.4236,1,0,9.46,4.64,36945.71000000001,16.40145566447983,48.825055664479834,0.16909110186832843,0.8309088981316716,12.206263916119958,Monitor,84.59271185053373,0.0
2026-02-01,CUST-0003,Starter,13,149.0,0.0,274.7,3296.43,Monthly,2027-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,4,5,293,124,0,25.2517,14.0,0.0,3.1681,0.8,30.0953,1,0,3.78,4.68,43019.880000000005,17.643345843683647,47.73864584368365,0.17378465905964197,0.8262153409403581,9.54772916873673,Monitor,79.53722727522864,0.0
2026-03-01,CUST-0003,Starter,14,149.0,0.0,290.12,3481.5,Monthly,2027-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,4,4,203,92,0,30.4085,7.36,0.0,0.0,0.8,20.9705,4,0,13.85,4.3,39291.850000000006,15.89413125872075,36.86463125872075,0.12706683875196728,0.8729331612480327,9.216157814680187,Monitor,80.23465289984262,0.0
2026-04-01,CUST-0003,Starter,14,149.0,0.0,290.81,3489.75,Monthly,2027-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,3,3,126,127,0,0.0,15.2,0.0,11.2233,0.6,21.0996,1,0,15.88,4.48,36571.45999999999,14.24473700236523,35.34433700236523,0.12153755717604356,0.8784624428239565,11.781445667455076,Monitor,77.11699542591651,0.0
2026-05-01,CUST-0003,Starter,13,149.0,0.0,276.66,3319.92,Monthly,2027-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,5,3,140,110,0,31.8415,15.040000000000001,0.0,13.8293,1.0,31.3686,3,0,8.12,3.84,37711.640000000014,13.903294114245046,45.27189411424504,0.1636372952875191,0.8363627047124809,15.090631371415014,Monitor,78.62901637699846,0.0
2026-06-01,CUST-0003,Starter,13,149.0,0.0,277.31,3327.75,Monthly,2027-05-01,Active,Clark Ltd,Media,SMB,North America,Canada,2024-05-11,,Starter,Monthly,Sofia Garcia,Low,False,False,,5,3,2,48,45,0,45.7267,3.6,0.0,0.0,0.6,17.9006,2,0,10.65,4.61,38504.84,14.202944817401823,32.103544817401826,0.11576771417331443,0.8842322858266856,16.051772408700913,Monitor,78.61858286613486,0.0
2025-01-01,CUST-0004,Professional,74,599.0,0.0,1677.0,20124.0,Monthly,2026-01-01,Active,Preston-Martinez,Media,Mid-Market,LATAM,Mexico,2025-01-05,2025-12-03,Professional,Monthly,Noah Williams,Medium,False,False,,6,5,27,1331,437,309296,0.0,142.4062,0.0,110.2434,0.8333333333333334,106.1721,1,0,0.5,4.5,23983.21,130.64621785520433,236.81831785520433,0.1412154548927873,0.8587845451072127,8.771048809452012,Monitor,81.53609694191036,0.0
